date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:21	170695/170695	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:15:20%20GMT	https://risinternational.net/careers/	C:/My_Web_Sites/RIS_International/risinternational.net/careers/index.html	(from https://risinternational.net/)
12:45:21	69759/69759	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:15:21%20GMT	https://risinternational.net/blog/	C:/My_Web_Sites/RIS_International/risinternational.net/blog/index.html	(from https://risinternational.net/)
12:46:04	20768946/20768946	---M--	200	added ('OK')	video/mp4	etag:%22692f7652-13ce8b2%22	https://risinternational.net/static/main/videos/TransformWithAI.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/TransformWithAI.mp4	(from https://risinternational.net/)
12:46:05	10673875/10673875	---M--	200	added ('OK')	video/mp4	etag:%22692f7653-a2ded3%22	https://risinternational.net/static/main/videos/our%20Mission.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/our%20Mission.mp4	(from https://risinternational.net/)
12:46:05	103999/103999	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:16:05%20GMT	https://risinternational.net/contact/	C:/My_Web_Sites/RIS_International/risinternational.net/contact/index.html	(from https://risinternational.net/)
12:46:06	980740/980740	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-ef704%22	https://risinternational.net/static/main/images/morning.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/morning.jpg	(from https://risinternational.net/)
12:46:09	377427/377427	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-5c253%22	https://risinternational.net/static/main/images/afternoon.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/afternoon.jpg	(from https://risinternational.net/)
12:46:31	3172609/3172609	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-306901%22	https://risinternational.net/static/main/images/evening.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/evening.jpg	(from https://risinternational.net/)
12:46:32	657/657	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202026%2007:16:32%20GMT	https://risinternational.net/static/main/images/night.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/night.12.delayed	(from https://risinternational.net/)
12:46:33	56225290/56225290	---M--	200	added ('OK')	video/mp4	etag:%22692f7654-359ee0a%22	https://risinternational.net/static/main/videos/JoinOurJourney.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/JoinOurJourney.mp4	(from https://risinternational.net/)
12:46:51	69275570/69275570	---M--	200	added ('OK')	video/mp4	etag:%22692f7654-4210fb2%22	https://risinternational.net/static/main/videos/Innovatewithus.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/Innovatewithus.mp4	(from https://risinternational.net/)
12:46:51	34082855/34082855	---M--	200	added ('OK')	video/mp4	etag:%22692f7653-2081027%22	https://risinternational.net/static/main/videos/our_vision.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/our_vision.mp4	(from https://risinternational.net/)
12:46:52	10669/10669	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202026%2007:16:52%20GMT	https://risinternational.net/privacy-policy	C:/My_Web_Sites/RIS_International/risinternational.net/privacy-policy.15.delayed	(from https://risinternational.net/)
12:46:52	10665/10665	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202026%2007:16:52%20GMT	https://risinternational.net/cookie-policy	C:/My_Web_Sites/RIS_International/risinternational.net/cookie-policy	(from https://risinternational.net/)
12:46:52	104571/104571	---M--	200	added ('OK')	application/octet-stream	etag:%22692f7652-1987b%22	https://risinternational.net/static/main/images/Global%20Consumer%20Insights.avif	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Global%20Consumer%20Insights.avif	(from https://risinternational.net/)
12:46:52	11543151/11543151	---M--	200	added ('OK')	video/mp4	etag:%22692f7653-b0226f%22	https://risinternational.net/static/main/videos/Aim%20of%20our%20Business.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/Aim%20of%20our%20Business.mp4	(from https://risinternational.net/)
12:46:53	0/0	---M--	401	error ('Unauthorized')	image/gif	date:Tue,%2007%20Apr%202026%2007:16:53%20GMT	https://res.cloudinary.com/dzcnlnnt9/image/upload/v1751106020/career-header_Black_and_white_xynil1.jpg	C:/My_Web_Sites/RIS_International/res.cloudinary.com/dzcnlnnt9/image/upload/v1751106020/career-header_Black_and_white_xynil1.18.delayed	(from https://risinternational.net/)
12:46:53	111087/111087	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-1b1ef%22	https://risinternational.net/static/main/images/oppurtunity.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/oppurtunity.jpg	(from https://risinternational.net/)
12:46:53	143046/143046	---MCZ	200	added ('OK')	application/javascript	etag:W/%2222ec6-XzsUsOzWFyz4l8ZPrexzRg1u7sI%22	https://cdn.jsdelivr.net/npm/swiper@10/swiper-bundle.min.js	C:/My_Web_Sites/RIS_International/cdn.jsdelivr.net/npm/swiper@10/swiper-bundle.min.js	(from https://risinternational.net/)
12:46:53	17156/17156	---MCZ	200	added ('OK')	application/javascript	etag:W/%22692f7652-4304%22	https://risinternational.net/static/main/js/global.js	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/js/global.js	(from https://risinternational.net/)
12:46:53	15104478/15104478	---M--	200	added ('OK')	video/mp4	etag:%22692f7654-e679de%22	https://risinternational.net/static/main/videos/Business%20Analytics%20Policy.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/Business%20Analytics%20Policy.mp4	(from https://risinternational.net/)
12:46:56	71520/71520	---M-Z	200	added ('OK')	application/javascript	etag:%22649c91f5-6d5e%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.2/gsap.min.js	C:/My_Web_Sites/RIS_International/cdnjs.cloudflare.com/ajax/libs/gsap/3.12.2/gsap.min.js	(from https://risinternational.net/)
12:46:56	64760/64760	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:16:54%20GMT	https://risinternational.net/privacy-policy/	C:/My_Web_Sites/RIS_International/risinternational.net/privacy-policy/index.html	(from https://risinternational.net/)
12:46:56	72894/72894	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:16:54%20GMT	https://risinternational.net/accessibility-statement/	C:/My_Web_Sites/RIS_International/risinternational.net/accessibility-statement/index.html	(from https://risinternational.net/)
12:46:56	137340/137340	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:16:55%20GMT	https://risinternational.net/terms-and-conditions/	C:/My_Web_Sites/RIS_International/risinternational.net/terms-and-conditions/index.html	(from https://risinternational.net/)
12:46:57	7314/7314	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c92-cWbtMHt3E5ilk/w9Txxdk/u+Gbs%22	https://cdn.jsdelivr.net/npm/slideout@1.0.1/dist/slideout.min.js	C:/My_Web_Sites/RIS_International/cdn.jsdelivr.net/npm/slideout@1.0.1/dist/slideout.min.js	(from https://risinternational.net/)
12:46:58	46897/46897	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:16:56%20GMT	https://risinternational.net/sitemap/	C:/My_Web_Sites/RIS_International/risinternational.net/sitemap/index.html	(from https://risinternational.net/)
12:46:58	50/50	---MCZ	200	added ('OK')	application/json	date:Tue,%2007%20Apr%202026%2007:16:57%20GMT	https://risinternational.net/subscribe/	C:/My_Web_Sites/RIS_International/risinternational.net/subscribe/index.html	(from https://risinternational.net/)
12:46:58	56967/56967	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:16:57%20GMT	https://risinternational.net/cookie-policy/	C:/My_Web_Sites/RIS_International/risinternational.net/cookie-policy/index.html	(from https://risinternational.net/)
12:46:58	0/0	---M--	401	error ('Unauthorized')	image/gif	date:Tue,%2007%20Apr%202026%2007:16:57%20GMT	https://res.cloudinary.com/dzcnlnnt9/image/upload/v1750494947/Image_fx_54_mgytgv.png	C:/My_Web_Sites/RIS_International/res.cloudinary.com/dzcnlnnt9/image/upload/v1750494947/Image_fx_54_mgytgv.1e.delayed	(from https://risinternational.net/static/main/css/index.css)
12:46:58	39067/39067	---MCZ	200	added ('OK')	text/css	etag:W/%22692f7652-989b%22	https://risinternational.net/static/main/css/aboutus.css	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/css/aboutus.css	(from https://risinternational.net/aboutus/)
12:46:59	657/657	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202026%2007:16:59%20GMT	https://risinternational.net/static/main/css/developer_carousel.css	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/css/developer_carousel.css	(from https://risinternational.net/aboutus/)
12:46:59	3353638/3353638	---M--	200	added ('OK')	video/mp4	etag:%22692f7652-332c26%22	https://risinternational.net/static/main/videos/about%20Image1.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/about%20Image1.mp4	(from https://risinternational.net/aboutus/)
12:46:59	788493/788493	---M--	200	added ('OK')	video/mp4	etag:%22692f7652-c080d%22	https://risinternational.net/static/main/videos/about%20Image3.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/about%20Image3.mp4	(from https://risinternational.net/aboutus/)
12:46:59	267168/267168	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-413a0%22	https://risinternational.net/static/main/images/our%20work.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/our%20work.jpg	(from https://risinternational.net/aboutus/)
12:47:00	6791581/6791581	---M--	200	added ('OK')	video/mp4	etag:%22692f7652-67a19d%22	https://risinternational.net/static/main/videos/about%20Image2.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/about%20Image2.mp4	(from https://risinternational.net/aboutus/)
12:47:00	160056/160056	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-27138%22	https://risinternational.net/static/main/images/our%20clients.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/our%20clients.jpg	(from https://risinternational.net/aboutus/)
12:47:00	208822/208822	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-32fb6%22	https://risinternational.net/static/main/images/our%20carrers.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/our%20carrers.jpg	(from https://risinternational.net/aboutus/)
12:47:00	138975/138975	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-21edf%22	https://risinternational.net/static/main/images/AI%20Solutions.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/AI%20Solutions.jpg	(from https://risinternational.net/aboutus/)
12:47:01	184017/184017	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-2ced1%22	https://risinternational.net/static/main/images/cloud%20solutions.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/cloud%20solutions.jpg	(from https://risinternational.net/aboutus/)
12:47:01	177814/177814	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-2b696%22	https://risinternational.net/static/main/images/Digital%20Marketing.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Digital%20Marketing.jpg	(from https://risinternational.net/aboutus/)
12:47:01	84459/84459	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:17:01%20GMT	https://risinternational.net/ai_solutions/	C:/My_Web_Sites/RIS_International/risinternational.net/ai_solutions/index.html	(from https://risinternational.net/aboutus/)
12:47:01	49640/49640	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:17:01%20GMT	https://risinternational.net/clients/	C:/My_Web_Sites/RIS_International/risinternational.net/clients/index.html	(from https://risinternational.net/aboutus/)
12:47:02	81237/81237	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:17:02%20GMT	https://risinternational.net/digital-marketing/	C:/My_Web_Sites/RIS_International/risinternational.net/digital-marketing/index.html	(from https://risinternational.net/aboutus/)
12:47:02	88917/88917	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-15b55%22	https://risinternational.net/static/main/images/prem.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/prem.jpg	(from https://risinternational.net/aboutus/)
12:47:02	78370/78370	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-13222%22	https://risinternational.net/static/main/images/ashwini.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/ashwini.jpg	(from https://risinternational.net/aboutus/)
12:47:02	52274/52274	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-cc32%22	https://risinternational.net/static/main/images/pradeep.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/pradeep.jpg	(from https://risinternational.net/aboutus/)
12:47:03	59306/59306	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:17:02%20GMT	https://risinternational.net/cloudsolutions/	C:/My_Web_Sites/RIS_International/risinternational.net/cloudsolutions/index.html	(from https://risinternational.net/aboutus/)
12:47:03	490901/490901	---M--	200	added ('OK')	image/jpeg	etag:%226915c841-77d95%22	https://risinternational.net/static/main/images/mamatha.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/mamatha.jpg	(from https://risinternational.net/aboutus/)
12:47:03	36373/36373	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-8e15%22	https://risinternational.net/static/main/images/madhav.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/madhav.jpg	(from https://risinternational.net/aboutus/)
12:47:04	97398/97398	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-17c76%22	https://risinternational.net/static/main/images/meenakshi.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/meenakshi.jpg	(from https://risinternational.net/aboutus/)
12:47:04	129053/129053	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-1f81d%22	https://risinternational.net/static/main/images/kollushiva.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/kollushiva.jpg	(from https://risinternational.net/aboutus/)
12:47:04	65593/65593	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-10039%22	https://risinternational.net/static/main/images/sahana%20L.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/sahana%20L.jpg	(from https://risinternational.net/aboutus/)
12:47:04	45291/45291	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-b0eb%22	https://risinternational.net/static/main/images/parvathi.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/parvathi.jpg	(from https://risinternational.net/aboutus/)
12:47:04	72635/72635	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-11bbb%22	https://risinternational.net/static/main/images/Yuva%20Kiran.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Yuva%20Kiran.jpg	(from https://risinternational.net/aboutus/)
12:47:05	109580/109580	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-1ac0c%22	https://risinternational.net/static/main/images/Harish.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Harish.jpg	(from https://risinternational.net/aboutus/)
12:47:05	6674552/6674552	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-65d878%22	https://risinternational.net/static/main/images/mohan.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/mohan.jpg	(from https://risinternational.net/aboutus/)
12:47:05	229904/229904	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-38210%22	https://risinternational.net/static/main/images/Likith.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Likith.jpg	(from https://risinternational.net/aboutus/)
12:47:05	61403/61403	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-efdb%22	https://risinternational.net/static/main/images/G%20Sachin.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/G%20Sachin.jpg	(from https://risinternational.net/aboutus/)
12:47:05	75221/75221	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-125d5%22	https://risinternational.net/static/main/images/Rakesh.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Rakesh.jpg	(from https://risinternational.net/aboutus/)
12:47:06	216008/216008	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-34bc8%22	https://risinternational.net/static/main/images/Shreedhar.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Shreedhar.jpg	(from https://risinternational.net/aboutus/)
12:47:06	91231/91231	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-1645f%22	https://risinternational.net/static/main/images/Tarun.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Tarun.jpg	(from https://risinternational.net/aboutus/)
12:47:06	131914/131914	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-2034a%22	https://risinternational.net/static/main/images/Azeem.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Azeem.jpg	(from https://risinternational.net/aboutus/)
12:47:06	69709/69709	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-1104d%22	https://risinternational.net/static/main/images/Keerthana.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Keerthana.jpg	(from https://risinternational.net/aboutus/)
12:47:07	214995/214995	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-347d3%22	https://risinternational.net/static/main/images/Akshay.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Akshay.jpg	(from https://risinternational.net/aboutus/)
12:47:07	36660/36660	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-8f34%22	https://risinternational.net/static/main/images/Suhail.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Suhail.jpg	(from https://risinternational.net/aboutus/)
12:47:07	40675/40675	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-9ee3%22	https://risinternational.net/static/main/images/Bheem%20Kiran.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Bheem%20Kiran.jpg	(from https://risinternational.net/aboutus/)
12:47:07	43833/43833	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-ab39%22	https://risinternational.net/static/main/images/jagadeesh.jpeg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/jagadeesh.jpg	(from https://risinternational.net/aboutus/)
12:47:08	292037/292037	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-474c5%22	https://risinternational.net/static/main/images/Innovation.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Innovation.jpg	(from https://risinternational.net/aboutus/)
12:47:08	257785/257785	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-3eef9%22	https://risinternational.net/static/main/images/Excellence.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Excellence.jpg	(from https://risinternational.net/aboutus/)
12:47:08	161591/161591	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-27737%22	https://risinternational.net/static/main/images/Integrity.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/Integrity.jpg	(from https://risinternational.net/aboutus/)
12:47:08	172187/172187	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-2a09b%22	https://risinternational.net/static/main/images/collaboration.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/collaboration.jpg	(from https://risinternational.net/aboutus/)
12:47:08	190719/190719	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-2e8ff%22	https://risinternational.net/static/main/images/customer%20focus.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/customer%20focus.jpg	(from https://risinternational.net/aboutus/)
12:47:09	156953/156953	---M--	200	added ('OK')	image/jpeg	etag:%22692f7652-26519%22	https://risinternational.net/static/main/images/continuous%20learning.jpg	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/images/continuous%20learning.jpg	(from https://risinternational.net/aboutus/)
12:47:10	12919/12919	---MCZ	200	added ('OK')	application/javascript	etag:W/%22692f7652-3277%22	https://risinternational.net/static/main/js/aboutus.js	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/js/aboutus.js	(from https://risinternational.net/aboutus/)
12:47:11	5977073/5977073	---M--	200	added ('OK')	video/mp4	etag:%22692f7652-5b33f1%22	https://risinternational.net/static/main/videos/WebJavaDevelopment.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/WebJavaDevelopment.mp4	(from https://risinternational.net/services/)
12:48:08	8272392/8272392	---M--	200	added ('OK')	video/mp4	etag:%22692f7654-7e3a08%22	https://risinternational.net/static/main/videos/CRMDevelopment.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/CRMDevelopment.mp4	(from https://risinternational.net/services/)
12:48:09	25637900/25637900	---M--	200	added ('OK')	video/mp4	etag:%22692f7652-187340c%22	https://risinternational.net/static/main/videos/UIUXDesign.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/UIUXDesign.mp4	(from https://risinternational.net/services/)
12:48:12	96042/96042	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:18:09%20GMT	https://risinternational.net/java_web_development/	C:/My_Web_Sites/RIS_International/risinternational.net/java_web_development/index.html	(from https://risinternational.net/services/)
12:48:13	95449/95449	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:18:12%20GMT	https://risinternational.net/android-development/	C:/My_Web_Sites/RIS_International/risinternational.net/android-development/index.html	(from https://risinternational.net/services/)
12:48:29	36206246/36206246	---M--	200	added ('OK')	video/mp4	etag:%22692f7652-22876a6%22	https://risinternational.net/static/main/videos/Services.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/Services.mp4	(from https://risinternational.net/services/)
12:48:29	8119132/8119132	---M--	200	added ('OK')	video/mp4	etag:%22692f7654-7be35c%22	https://risinternational.net/static/main/videos/DevOpsServices.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/DevOpsServices.mp4	(from https://risinternational.net/services/)
12:48:33	73704/73704	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:18:30%20GMT	https://risinternational.net/ux_ui_design/	C:/My_Web_Sites/RIS_International/risinternational.net/ux_ui_design/index.html	(from https://risinternational.net/services/)
12:48:34	76143/76143	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:18:34%20GMT	https://risinternational.net/crm_development/	C:/My_Web_Sites/RIS_International/risinternational.net/crm_development/index.html	(from https://risinternational.net/services/)
12:49:30	7619434/7619434	---M--	200	added ('OK')	video/mp4	etag:%22692f7654-74436a%22	https://risinternational.net/static/main/videos/Healthcare.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/Healthcare.mp4	(from https://risinternational.net/services/)
12:49:30	13634746/13634746	---M--	200	added ('OK')	video/mp4	etag:%22692f7652-d00cba%22	https://risinternational.net/static/main/videos/TechnicalConsulting.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/TechnicalConsulting.mp4	(from https://risinternational.net/services/)
12:49:30	18719092/18719092	---M--	200	added ('OK')	video/mp4	etag:%22692f7654-11da174%22	https://risinternational.net/static/main/videos/DigitalMarketing.mp4	C:/My_Web_Sites/RIS_International/risinternational.net/static/main/videos/DigitalMarketing.mp4	(from https://risinternational.net/services/)
12:49:31	78778/78778	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202026%2007:19:31%20GMT	https://risinternational.net/devops_services/	C:/My_Web_Sites/RIS_International/risinternational.net/devops_services/index.html	(from https://risinternational.net/services/)
